시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
경기도 수원팔달구 인계동,1132-1,1132,1,인계지음,14.5537,202210,26,"6,400",4,2013,권선로741번길 21,,중개거래,경기 수원권선구
경기도 수원팔달구 인계동,939-5,939,5,코스모골드,14.043,202210,3,"5,500",15,2014,장다리로 325,,중개거래,경기 수원팔달구
경기도 수원팔달구 인계동,1132-18,1132,18,테라스더아델라움,15.87,202210,20,"10,000",8,2020,권광로124번길 13,,중개거래,경기 수원팔달구
경기도 수원팔달구 인계동,1127-1,1127,1,한화꿈에그린파크,120.89,202210,29,"63,600",16,2010,효원로308번길 16,,중개거래,경기 수원팔달구
경기도 수원팔달구 지동,365-20,365,20,포레스트,15.352,202210,10,"7,000",3,2014,세지로 279-1,,중개거래,경기 수원팔달구
경기도 수원팔달구 화서동,684-2,684,2,꽃뫼마을신동아,59.76,202210,5,"48,000",7,1999,화산로 24,,중개거래,경기 수원팔달구
경기도 수원팔달구 화서동,11월 11일,11,11,성원쌍떼빌,71.45,202210,27,"30,000",17,2001,장안로5번길 45,,직거래,-
경기도 수원팔달구 화서동,220-3,220,3,영광,83.4,202210,14,"30,000",1,1993,덕영대로757번길 10,,직거래,-
경기도 수원팔달구 화서동,650,650,0,화서4단지주공,59.98,202210,12,"52,500",12,1997,덕영대로697번길 48,,중개거래,"경기 수원장안구, 경기 수원팔달구"
경기도 수원팔달구 화서동,650,650,0,화서4단지주공,59.98,202210,27,"49,800",8,1997,덕영대로697번길 48,,중개거래,경기 수원팔달구
경기도 수원팔달구 화서동,650,650,0,화서4단지주공,59.98,202210,29,"52,900",10,1997,덕영대로697번길 48,,중개거래,경기 수원팔달구
경기도 수원팔달구 화서동,650,650,0,화서5주공,49.99,202210,21,"39,500",5,1997,덕영대로697번길 48,,중개거래,경기 수원팔달구
경기도 수원팔달구 화서동,743,743,0,화서위브하늘채,118.736,202210,21,"60,000",2,2009,수성로244번길 25,,직거래,-
경기도 시흥시 거모동,612-1,612,1,동보,25.12,202210,10,"7,200",10,1999,군자로335번길 11,,중개거래,경기 시흥시
경기도 시흥시 거모동,612-1,612,1,동보,25.12,202210,17,"6,400",2,1999,군자로335번길 11,,중개거래,경기 시흥시
경기도 시흥시 거모동,612-1,612,1,동보,25.12,202210,22,"7,200",16,1999,군자로335번길 11,,중개거래,경기 시흥시
경기도 시흥시 거모동,612-1,612,1,동보,25.12,202210,28,"6,950",15,1999,군자로335번길 11,,중개거래,경기 시흥시
경기도 시흥시 거모동,612-1,612,1,동보,25.12,202210,29,"6,500",2,1999,군자로335번길 11,,중개거래,경기 시흥시
경기도 시흥시 거모동,1470-1,1470,1,아주1,58.41,202210,31,"14,500",3,1989,한우물로 41,,중개거래,경기 시흥시
경기도 시흥시 거모동,1715-2,1715,2,유호,84.78,202210,17,"38,500",15,1998,황고개로206번길 43,,중개거래,경기 시흥시
경기도 시흥시 거모동,1715-2,1715,2,유호,59.82,202210,31,"21,000",7,1998,황고개로206번길 43,,중개거래,경기 시흥시
경기도 시흥시 거모동,1772-15,1772,15,하이얀(1772-15),66.56,202210,6,"23,800",3,2003,도일로112번길 5-6,,중개거래,경기 시흥시
경기도 시흥시 광석동,542,542,0,시흥시청역동원로얄듀크,84.9939,202210,8,"70,000",9,2020,시흥대로 404,,직거래,-
경기도 시흥시 광석동,542,542,0,시흥시청역동원로얄듀크,73.9865,202210,26,"52,000",16,2020,시흥대로 404,,중개거래,경기 시흥시
경기도 시흥시 군자동,827,827,0,장현동원로얄듀크메트로포레,101.5992,202210,15,"63,000",16,2021,장현천로 170,,중개거래,경기 시흥시
경기도 시흥시 논곡동,160-59,160,59,목감한양수자인아파트,59.9297,202210,6,"37,500",9,2016,수인로2421번길 89,,중개거래,경기 시흥시
경기도 시흥시 능곡동,775,775,0,상록힐스테이트,85,202210,22,"50,000",11,2009,능곡중앙로 33,,중개거래,경기 시흥시
경기도 시흥시 능곡동,BL 4,4,0,제일풍경채센텀,84.926,202210,22,"70,000",14,2020,장현능곡로 144,,중개거래,경기 시흥시
경기도 시흥시 대야동,568-4,568,4,서강1,52.2,202210,21,"25,000",5,1995,은행로218번길 4,,중개거래,경기 시흥시
경기도 시흥시 대야동,564,564,0,서강2,31.5,202210,28,"13,900",11,1997,은행로 232,,중개거래,경기 시흥시
경기도 시흥시 대야동,693,693,0,시흥센트럴푸르지오,59.948,202210,12,"50,000",25,2020,수인로3312번길 16,,직거래,-
경기도 시흥시 대야동,274-3,274,3,영남1,39.84,202210,18,"24,000",4,1986,복지로120번길 15-4,,중개거래,경기 시흥시
경기도 시흥시 대야동,659,659,0,은계어반리더스,74.95,202210,11,"51,000",18,2019,은계중앙로 325,,중개거래,경기 시흥시
경기도 시흥시 대야동,659,659,0,은계어반리더스,74.95,202210,23,"50,300",8,2019,은계중앙로 325,,중개거래,"경기 시흥시, 충남 아산시"
경기도 시흥시 대야동,659,659,0,은계어반리더스,84.74,202210,28,"50,000",20,2019,은계중앙로 325,,중개거래,경기 시흥시
경기도 시흥시 대야동,692,692,0,이편한세상시흥센텀하임,84.8486,202210,4,"64,800",33,2019,비둘기공원7길 10,,중개거래,경기 시흥시
경기도 시흥시 대야동,547,547,0,청구2,101.75,202210,24,"44,000",11,1997,비둘기공원7길 47-1,,중개거래,경기 시흥시
경기도 시흥시 매화동,367,367,0,매화마을홍익,59.79,202210,9,"29,300",14,2000,매화우회로 37,,중개거래,경기 시흥시
경기도 시흥시 매화동,367,367,0,매화마을홍익,84.87,202210,9,"39,800",19,2000,매화우회로 37,,중개거래,경기 시흥시
경기도 시흥시 매화동,207,207,0,서능1차(101~103동),45.66,202210,5,"19,000",1,1991,매화2로 20,,중개거래,경기 시흥시
경기도 시흥시 미산동,산15-1,15,1,부국미산아파트(1동2동3동),41.13,202210,2,"8,850",2,1991,미산로143번길 10,,중개거래,경기 시흥시
경기도 시흥시 미산동,산15-1,15,1,부국미산아파트(1동2동3동),41.13,202210,21,"9,500",1,1991,미산로143번길 10,,중개거래,경기 시흥시
경기도 시흥시 미산동,산15-1,15,1,부국미산아파트(1동2동3동),41.13,202210,29,"7,900",5,1991,미산로143번길 10,,중개거래,경기 시흥시
경기도 시흥시 배곧동,221,221,0,시흥배곧C2호반써밋플레이스,84.9906,202210,12,"57,000",10,2019,서울대학로264번길 12,,중개거래,경기 시흥시
경기도 시흥시 배곧동,221,221,0,시흥배곧C2호반써밋플레이스,84.9906,202210,13,"57,000",31,2019,서울대학로264번길 12,,직거래,-
경기도 시흥시 배곧동,135,135,0,시흥배곧SK뷰,62.8305,202210,4,"44,500",15,2015,배곧3로 27-7,,중개거래,경기 시흥시
경기도 시흥시 배곧동,135,135,0,시흥배곧SK뷰,73.0453,202210,17,"55,000",12,2015,배곧3로 27-7,,중개거래,경기 시흥시
경기도 시흥시 배곧동,2575,2575,0,시흥배곧신도시 이지더원2차 에듀그린,76.618,202210,5,"41,000",16,2017,서울대학로 100,,중개거래,경기 시흥시
경기도 시흥시 배곧동,58,58,0,시흥배곧신도시골드클래스,65.6078,202210,4,"42,000",22,2016,배곧4로 81-13,,직거래,-
경기도 시흥시 배곧동,14,14,0,시흥배곧신도시이지더원1차더퍼스트,59.3423,202210,3,"38,000",9,2017,해송십리로 472-12,,중개거래,경기 시흥시
경기도 시흥시 배곧동,14,14,0,시흥배곧신도시이지더원1차더퍼스트,59.5476,202210,12,"36,700",12,2017,해송십리로 472-12,,중개거래,경기 시흥시
경기도 시흥시 배곧동,14,14,0,시흥배곧신도시이지더원1차더퍼스트,59.3423,202210,27,"37,000",8,2017,해송십리로 472-12,,직거래,-
경기도 시흥시 배곧동,139,139,0,시흥배곧신도시호반베르디움센트럴파크,65.049,202210,21,"44,800",18,2015,배곧3로 27-8,,중개거래,경기 시흥시
경기도 시흥시 배곧동,139,139,0,시흥배곧신도시호반베르디움센트럴파크,65.049,202210,25,"41,700",17,2015,배곧3로 27-8,,중개거래,경기 시흥시
경기도 시흥시 배곧동,5,5,0,시흥배곧중흥에스-클래스,84.8656,202210,15,"57,000",16,2019,해송십리로 472-11,,중개거래,경기 시흥시
경기도 시흥시 배곧동,5,5,0,시흥배곧중흥에스-클래스,75.0534,202210,22,"44,500",11,2019,해송십리로 472-11,,중개거래,경기 시흥시
경기도 시흥시 배곧동,155,155,0,시흥배곧한신더휴,84.9734,202210,17,"49,500",4,2018,배곧4로 106-26,,중개거래,경기 시흥시
경기도 시흥시 배곧동,155,155,0,시흥배곧한신더휴,84.9646,202210,19,"50,000",5,2018,배곧4로 106-26,,중개거래,경기 시흥시
경기도 시흥시 배곧동,155,155,0,시흥배곧한신더휴,84.9734,202210,20,"52,500",20,2018,배곧4로 106-26,,중개거래,경기 시흥시
경기도 시흥시 배곧동,243,243,0,한라비발디캠퍼스,71.874,202210,6,"44,500",16,2017,배곧1로 27-15,,중개거래,경기 시흥시
경기도 시흥시 배곧동,243,243,0,한라비발디캠퍼스,71.874,202210,7,"42,000",38,2017,배곧1로 27-15,,중개거래,경기 시흥시
경기도 시흥시 배곧동,243,243,0,한라비발디캠퍼스,84.9906,202210,8,"52,000",24,2017,배곧1로 27-15,,중개거래,경기 시흥시
경기도 시흥시 배곧동,243,243,0,한라비발디캠퍼스,71.874,202210,13,"48,000",18,2017,배곧1로 27-15,,중개거래,경기 시흥시
경기도 시흥시 배곧동,243,243,0,한라비발디캠퍼스,71.874,202210,13,"49,400",18,2017,배곧1로 27-15,,중개거래,경기 시흥시
경기도 시흥시 배곧동,243,243,0,한라비발디캠퍼스,71.874,202210,15,"49,000",32,2017,배곧1로 27-15,,중개거래,경기 시흥시
경기도 시흥시 배곧동,243,243,0,한라비발디캠퍼스,71.874,202210,25,"42,000",11,2017,배곧1로 27-15,,중개거래,경기 시흥시
경기도 시흥시 배곧동,243,243,0,한라비발디캠퍼스,84.9906,202210,28,"64,500",20,2017,배곧1로 27-15,,직거래,-
경기도 시흥시 배곧동,245,245,0,한라비발디캠퍼스2차,84.7387,202210,10,"56,500",28,2018,배곧1로 27-16,,중개거래,경기 시흥시
경기도 시흥시 배곧동,245,245,0,한라비발디캠퍼스2차,69.8608,202210,13,"42,300",29,2018,배곧1로 27-16,,중개거래,경기 시흥시
경기도 시흥시 배곧동,245,245,0,한라비발디캠퍼스2차,69.8608,202210,28,"41,000",13,2018,배곧1로 27-16,,중개거래,경기 시흥시
경기도 시흥시 배곧동,262,262,0,한라비발디캠퍼스3차,84.9973,202210,28,"62,000",25,2018,서울대학로 172-20,,직거래,-
경기도 시흥시 배곧동,150,150,0,호반베르디움더프라임,63.844,202210,3,"46,000",2,2016,서울대학로 328,,중개거래,경기 시흥시
경기도 시흥시 배곧동,150,150,0,호반베르디움더프라임,84.0614,202210,21,"57,000",20,2016,서울대학로 328,,중개거래,경기 시흥시
경기도 시흥시 배곧동,150,150,0,호반베르디움더프라임,84.0614,202210,27,"57,000",29,2016,서울대학로 328,,중개거래,경기 시흥시
경기도 시흥시 배곧동,174,174,0,호반베르디움센트로하임,65.9808,202210,3,"47,500",28,2017,배곧4로 106-25,,중개거래,경기 시흥시
경기도 시흥시 산현동,502,502,0,목감레이크푸르지오,59.0365,202210,21,"42,300",7,2018,목감남서로 92-30,,중개거래,경기 시흥시
경기도 시흥시 신천동,827-1,827,1,상아,59.91,202210,31,"23,500",10,1996,신흥마을1길 37,,중개거래,경기 시흥시
경기도 시흥시 신천동,949,949,0,시흥신천삼환나우빌,120.406,202210,11,"61,000",8,2012,시흥대로 1144,,중개거래,경기 시흥시
경기도 시흥시 신천동,953,953,0,신천코아루웰라움,77.8724,202210,6,"52,160",18,2020,시흥대로 1124-17,,중개거래,경기 시흥시
경기도 시흥시 신천동,953,953,0,신천코아루웰라움,77.8724,202210,6,"50,800",18,2020,시흥대로 1124-17,20221011,중개거래,경기 시흥시
경기도 시흥시 신천동,387,387,0,태광,37.17,202210,3,"16,500",4,1986,수인로3409번길 39,20221012,중개거래,경기 시흥시
경기도 시흥시 신천동,387,387,0,태광,37.17,202210,3,"16,500",4,1986,수인로3409번길 39,,중개거래,경기 시흥시
경기도 시흥시 신천동,780,780,0,현진1,57.93,202210,4,"18,000",2,1995,수인로3325번길 9,,직거래,-
경기도 시흥시 신천동,780,780,0,현진1,57.93,202210,20,"28,000",3,1995,수인로3325번길 9,,중개거래,경기 시흥시
경기도 시흥시 월곶동,1008-2,1008,2,부성파인하버뷰,79.02,202210,4,"35,850",16,2019,월곶중앙로70번길 12,,중개거래,경기 시흥시
경기도 시흥시 월곶동,999-2,999,2,승윤노블리안시티,14.37,202210,14,"5,350",10,2014,월곶중앙로14번길 47,,중개거래,경기 시흥시
경기도 시흥시 월곶동,1064-1,1064,1,시흥센트럴헤센,59.9932,202210,18,"29,000",2,2022,월동중앙로 55,,직거래,-
경기도 시흥시 월곶동,1064-1,1064,1,시흥센트럴헤센,59.9932,202210,27,"34,000",23,2022,월동중앙로 55,,직거래,-
경기도 시흥시 월곶동,992-5,992,5,알파시티,16.8,202210,8,"4,750",14,2013,월곶중앙로30번길 31,,중개거래,경기 시흥시
경기도 시흥시 월곶동,992-5,992,5,알파시티,16.24,202210,17,"4,200",9,2013,월곶중앙로30번길 31,,중개거래,경기 시흥시
경기도 시흥시 월곶동,1012-1,1012,1,월곶Ⅱ유호N플러스빌,96.4632,202210,24,"43,000",9,2009,월곶해안로161번길 25,,중개거래,경기 시흥시
경기도 시흥시 월곶동,1010-4,1010,4,풍림아이원1차,26.94,202210,9,"12,450",10,2002,월곶중앙로70번길 11,,중개거래,경기 시흥시
경기도 시흥시 월곶동,1010-4,1010,4,풍림아이원1차,26.94,202210,10,"12,000",8,2002,월곶중앙로70번길 11,,중개거래,경기 시흥시
경기도 시흥시 월곶동,1010-4,1010,4,풍림아이원1차,26.94,202210,15,"13,000",5,2002,월곶중앙로70번길 11,,중개거래,경기 시흥시
경기도 시흥시 월곶동,1010-4,1010,4,풍림아이원1차,26.94,202210,19,"12,000",11,2002,월곶중앙로70번길 11,,중개거래,경기 시흥시
경기도 시흥시 월곶동,1010-1,1010,1,풍림아이원2차,84.829,202210,11,"36,000",15,2005,월곶중앙로14번길 87,,중개거래,경기 시흥시
경기도 시흥시 은행동,549-1,549,1,대우푸르지오3차,59.258,202210,6,"34,300",4,1998,은행로 107,,중개거래,경기 시흥시
경기도 시흥시 은행동,599-1,599,1,대우푸르지오4차,84.7561,202210,20,"53,000",8,2004,은행로 93-1,20221021,중개거래,경기 시흥시
경기도 시흥시 은행동,621,621,0,시흥은계우미린더퍼스트,101.7298,202210,8,"70,000",24,2018,은계중앙로 115,,중개거래,경기 시흥시
경기도 시흥시 은행동,661,661,0,시흥은계한양수자인더클래스,84.6698,202210,13,"65,000",19,2018,은계남로 11,,중개거래,경기 부천시
경기도 시흥시 은행동,661,661,0,시흥은계한양수자인더클래스,84.6698,202210,15,"56,200",14,2018,은계남로 11,,중개거래,경기 시흥시
경기도 시흥시 은행동,661,661,0,시흥은계한양수자인더클래스,84.6698,202210,28,"54,000",20,2018,은계남로 11,,중개거래,경기 시흥시
경기도 시흥시 은행동,BL-1,1,0,시흥은계호반써밋플레이스,101.0068,202210,5,"69,000",31,2019,은계남로 12,,중개거래,경기 시흥시
경기도 시흥시 은행동,BL-1,1,0,시흥은계호반써밋플레이스,101.0232,202210,11,"66,000",22,2019,은계남로 12,,중개거래,경기 시흥시
경기도 시흥시 은행동,BL-1,1,0,시흥은계호반써밋플레이스,101.0068,202210,15,"68,000",29,2019,은계남로 12,,중개거래,경기 시흥시
경기도 시흥시 은행동,293-1,293,1,연희,44.73,202210,12,"23,000",5,1986,시흥대로1074번길 17-1,,중개거래,경기 시흥시
경기도 시흥시 은행동,105-13,105,13,예스라이프,56.966,202210,8,"31,000",3,2008,은행로65번길 4-1,,중개거래,경기 시흥시
경기도 시흥시 은행동,599,599,0,우남,59.7381,202210,12,"25,000",10,2001,대은로104번길 11,,직거래,-
경기도 시흥시 은행동,620,620,0,은계브리즈힐,84.24,202210,14,"54,000",19,2019,은계중앙로 118,,중개거래,경기 시흥시
경기도 시흥시 은행동,620,620,0,은계브리즈힐,84.84,202210,17,"56,000",9,2019,은계중앙로 118,,중개거래,경기 시흥시
경기도 시흥시 은행동,620,620,0,은계브리즈힐,84.84,202210,22,"53,000",13,2019,은계중앙로 118,,중개거래,경기 시흥시
경기도 시흥시 은행동,619,619,0,은계센트럴타운,51.96,202210,27,"34,000",13,2017,은계중앙로 97,,중개거래,경기 시흥시
경기도 시흥시 은행동,625,625,0,제일풍경채더숲,84.9561,202210,4,"49,800",4,2020,은계중앙로 151,,중개거래,경기 시흥시
경기도 시흥시 장곡동,804,804,0,동양덱스빌,59.94,202210,3,"25,500",15,1999,인선길 111,,중개거래,경기 시흥시
경기도 시흥시 장곡동,806,806,0,숲속마을,59.965,202210,5,"24,000",6,1999,인선길 63,20221025,중개거래,경기 시흥시
경기도 시흥시 장곡동,806,806,0,숲속마을,59.965,202210,5,"24,000",6,1999,인선길 63,,중개거래,경기 시흥시
경기도 시흥시 장곡동,806,806,0,숲속마을,59.965,202210,8,"25,000",4,1999,인선길 63,,중개거래,경기 시흥시
경기도 시흥시 장곡동,806,806,0,숲속마을,59.965,202210,20,"21,500",9,1999,인선길 63,,중개거래,경기 시흥시
경기도 시흥시 장곡동,806,806,0,숲속마을,59.965,202210,22,"21,500",4,1999,인선길 63,,중개거래,경기 시흥시
경기도 시흥시 장곡동,807,807,0,숲속마을,59.965,202210,28,"28,000",16,1999,장곡로53번길 10,,중개거래,경기 시흥시
경기도 시흥시 장곡동,807,807,0,숲속마을,59.965,202210,29,"27,750",17,1999,장곡로53번길 10,,중개거래,경기 시흥시
경기도 시흥시 장곡동,828,828,0,진말우성,84.972,202210,31,"40,000",18,1999,진말로 36,,중개거래,경기 시흥시
경기도 시흥시 장현동,540,540,0,새재마을청구,84.91,202210,22,"51,000",10,2001,시청로 71,,중개거래,"경기 광명시, 경기 시흥시"
경기도 시흥시 장현동,608,608,0,시흥능곡역모아미래도에듀포레,84.9613,202210,15,"54,000",21,2020,장현순환로 81,,중개거래,"경기 시흥시, 서울 송파구"
경기도 시흥시 장현동,608,608,0,시흥능곡역모아미래도에듀포레,84.9613,202210,29,"54,200",13,2020,장현순환로 81,,중개거래,경기 시흥시
경기도 시흥시 장현동,541-4,541,4,장현I엔플러스빌,59.235,202210,25,"28,500",5,2004,시청로68번길 4,,중개거래,경기 시흥시
경기도 시흥시 장현동,591,591,0,장현호반써밋,84.9958,202210,20,"55,000",12,2020,장현순환로 58,,중개거래,"경기 시흥시, 서울 영등포구"
경기도 시흥시 장현동,591,591,0,장현호반써밋,84.9958,202210,25,"55,900",14,2020,장현순환로 58,,중개거래,경기 시흥시
경기도 시흥시 장현동,591,591,0,장현호반써밋,84.9958,202210,28,"54,500",20,2020,장현순환로 58,,중개거래,경기 시흥시
경기도 시흥시 장현동,632,632,0,제일풍경채에듀,75.1125,202210,10,"42,000",16,2020,장현순환로 111,,직거래,-
경기도 시흥시 장현동,632,632,0,제일풍경채에듀,84.926,202210,11,"56,750",9,2020,장현순환로 111,,중개거래,경기 시흥시
경기도 시흥시 장현동,632,632,0,제일풍경채에듀,84.926,202210,28,"54,500",9,2020,장현순환로 111,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1875-5,1875,5,건영2,59.98,202210,17,"23,800",4,1997,옥구천동로 399,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1875-5,1875,5,건영2,59.82,202210,19,"25,000",7,1997,옥구천동로 399,,중개거래,서울 영등포구
경기도 시흥시 정왕동,1788-1,1788,1,건영5,84.98,202210,3,"25,300",5,2002,중심상가로 247,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1788-1,1788,1,건영5,84.92,202210,26,"35,200",8,2002,중심상가로 247,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1867-1,1867,1,건영7,66,202210,3,"27,000",2,2001,정왕대로53번길 4,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1846,1846,0,계룡리슈빌,59.85,202210,4,"20,000",4,1997,중심상가로 125,,직거래,-
경기도 시흥시 정왕동,1846,1846,0,계룡리슈빌,84.97,202210,12,"35,500",5,1997,중심상가로 125,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1789,1789,0,금강,84.84,202210,14,"35,000",9,1996,정왕대로266번길 6,,중개거래,경기 안산단원구
경기도 시흥시 정왕동,1863,1863,0,대림1,59.903,202210,4,"29,000",10,1998,정왕대로28번길 5,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1863,1863,0,대림1,51.228,202210,6,"22,000",4,1998,정왕대로28번길 5,,중개거래,경기 시흥시
경기도 시흥시 정왕동,Feb-42,1942,2,동보,84.94,202210,13,"30,500",1,1997,정왕대로28번길 28,,중개거래,경기 시흥시
경기도 시흥시 정왕동,Feb-42,1942,2,동보,84.94,202210,24,"31,700",7,1997,정왕대로28번길 28,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1878-5,1878,5,동원,84.75,202210,19,"40,000",7,1998,봉화로 18,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1629,1629,0,무진,54.63,202210,5,"21,150",3,1995,중심상가로 350,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1629,1629,0,무진,59.58,202210,21,"26,000",10,1995,중심상가로 350,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1629,1629,0,무진,59.58,202210,31,"25,800",4,1995,중심상가로 350,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1877-1,1877,1,문영센스빌,59.937,202210,3,"33,000",7,2002,함송로 35,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1877-5,1877,5,보성,84.94,202210,13,"47,000",9,1998,함송로 63,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1876-3,1876,3,부성파스텔,59.96,202210,11,"27,000",1,1997,옥구천동로 451,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1876-1,1876,1,삼환,59.79,202210,21,"28,000",6,1997,옥구천동로 433-26,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1886-4,1886,4,서해2,103.07,202210,26,"42,500",5,1998,정왕신길로49번길 21,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1786,1786,0,시화두산,50.03,202210,14,"22,000",4,1996,중심상가로 286,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1867-3,1867,3,신호새피앙,84.98,202210,14,"37,000",7,1997,옥구천서로373번길 7,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1394,1394,0,아주,34.8,202210,4,"17,000",11,1994,정왕신길로139번길 4,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1873-2,1873,2,영남2,59.908,202210,29,"24,000",3,1996,옥구천동로 420,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1873-2,1873,2,영남2,59.908,202210,31,"25,000",7,1996,옥구천동로 420,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1866-6,1866,6,영남5,101.94,202210,29,"33,500",2,1996,옥구천서로373번길 8-1,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1850,1850,0,요진,84.88,202210,27,"30,400",5,1997,중심상가로 77,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1844,1844,0,주공5,59.62,202210,4,"26,300",2,1998,정왕대로143번길 8,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1847,1847,0,청솔아파트,48.45,202210,27,"19,000",1,1999,중심상가로 128,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1865,1865,0,한일,84.76,202210,27,"34,900",3,1996,정왕대로53번길 29,,중개거래,경기 시흥시
경기도 시흥시 정왕동,1865,1865,0,한일,59.25,202210,29,"23,500",1,1996,정왕대로53번길 29,,중개거래,경기 시흥시
경기도 시흥시 조남동,720,720,0,네이처하임,74.48,202210,31,"54,000",7,2016,수풀안길 19-27,,중개거래,경기 시흥시
경기도 시흥시 조남동,706,706,0,목감퍼스트리움,59.8,202210,14,"46,000",8,2015,목감둘레로 229-10,,중개거래,경기 시흥시
경기도 시흥시 조남동,676,676,0,신안인스빌,69.9786,202210,22,"48,000",6,2017,목감중앙로 36,,중개거래,경기 시흥시
경기도 시흥시 조남동,660,660,0,호반베르디움더레이크,69.6297,202210,8,"59,500",17,2017,목감남서로 38,,직거래,-
경기도 시흥시 포동,03월 13일,13,3,산과우리들포동태산,84.03,202210,15,"31,800",10,1993,신현로38번길 23,,중개거래,경기 시흥시
경기도 시흥시 하중동,878-4,878,4,데코빌,20.35,202210,14,"6,000",8,2003,연성로13번길 5-2,,중개거래,경기 시흥시
경기도 안산단원구 고잔동,767,767,0,네오빌6단지,84.56,202210,31,"31,000",10,2000,광덕동로 78,,직거래,-
경기도 안산단원구 고잔동,782,782,0,안산레이크타운푸르지오,84.8499,202210,5,"80,000",18,2016,광덕동로 25,,중개거래,경기 안산단원구
경기도 안산단원구 고잔동,672,672,0,주공(9단지),54.9,202210,4,"30,000",3,1986,당곡2로 30,,중개거래,경기 안산단원구
경기도 안산단원구 고잔동,670,670,0,주공7,75.51,202210,5,"40,000",12,1987,당곡3로 3,,중개거래,"경기 안산단원구, 경기 안산상록구"
경기도 안산단원구 고잔동,670,670,0,주공7,54.9,202210,12,"27,000",5,1987,당곡3로 3,,중개거래,"경기 안산단원구, 경기 안산상록구"
경기도 안산단원구 고잔동,670,670,0,주공7,54.9,202210,20,"26,800",12,1987,당곡3로 3,,중개거래,경기 안산단원구
경기도 안산단원구 고잔동,776,776,0,주공그린빌7,75.56,202210,14,"41,000",5,2001,광덕2로 216,,중개거래,경기 안산단원구
경기도 안산단원구 고잔동,781,781,0,푸르지오1차,84.782,202210,16,"50,000",4,2001,광덕동로 26,,중개거래,경기 안산단원구
경기도 안산단원구 고잔동,720,720,0,호수공원(대림1),163.47,202210,18,"119,000",5,2001,광덕서로 19,,중개거래,경기 안산단원구
경기도 안산단원구 선부동,1069,1069,0,군자주공10,39.27,202210,31,"32,500",2,1989,석수로 5,,중개거래,경기 안산단원구
경기도 안산단원구 선부동,1078,1078,0,군자주공11,46.65,202210,5,"31,000",4,1990,선부광장남로 111,,중개거래,경기 안산단원구
경기도 안산단원구 선부동,1078,1078,0,군자주공11,46.98,202210,28,"29,000",1,1990,선부광장남로 111,,중개거래,서울 구로구
경기도 안산단원구 선부동,1078,1078,0,군자주공12,38.64,202210,19,"22,000",7,1991,선부광장남로 113,,중개거래,경기 안산단원구
경기도 안산단원구 선부동,1080,1080,0,군자주공15(저층),39.61,202210,17,"28,000",3,1992,선부광장1로 81,,중개거래,경기 안산단원구
경기도 안산단원구 선부동,967,967,0,군자주공9,39.66,202210,25,"29,900",1,1989,선부광장1로 9,,중개거래,경기 안산단원구
경기도 안산단원구 선부동,1082,1082,0,동명벽산블루밍,84.94,202210,6,"55,000",11,2010,선부광장북로 36,,중개거래,경기 안산단원구
경기도 안산단원구 선부동,1082,1082,0,동명벽산블루밍,84.94,202210,24,"57,000",13,2010,선부광장북로 36,,직거래,-
경기도 안산단원구 선부동,1087-16,1087,16,보광그랑베르,12.5235,202210,19,"6,600",10,2015,화정천서로2길 9,,중개거래,경기 안산단원구
경기도 안산단원구 선부동,1081,1081,0,산호한양,29.2725,202210,5,"12,300",12,1993,달미로 10,,중개거래,경기 안산단원구
경기도 안산단원구 선부동,1081,1081,0,산호한양,42.615,202210,17,"19,000",17,1993,달미로 10,,중개거래,경기 안산단원구
경기도 안산단원구 선부동,1086,1086,0,수정한양,49.98,202210,4,"28,200",3,1991,선부광장북로 67,,직거래,-
경기도 안산단원구 선부동,1086,1086,0,수정한양,84.975,202210,6,"44,000",12,1991,선부광장북로 67,,중개거래,경기 안산단원구
